Date,Store,Product,Price,Quantity,Total Sales,Audit_Date,Audit_Store,Audit_Product,Audit_Price
2025-04-27,Fine Cuts MX,Beef,161.64,14.0,2262.96,,,,
2025-12-16,Super Meats,Chicken,93.24,6.0,559.44,,,,
2025-09-11,North Butcher,Pork,111.98,11.0,1231.78,,,,
2026-02-15,Super Meats,Sausage,130.32,14.0,1824.48,,,,
2025-06-17,Happy Cow,Skirt Steak,194.91,15.0,2923.65,,,,
2025-10-04,Super Meats,Beef,210.41,9.0,1893.69,,,,
2026-03-24,Happy Cow,Chicken,72.81,14.0,1019.34,,,,
2025-09-19,Happy Cow,Beef,178.36,16.0,2853.76,,,,
2026-04-17,Happy Cow,Beef,218.02,13.0,2834.26,,,,
2025-10-27,The Little Bull,Beef,190.17,3.0,570.51,,,,
2025-10-27,Fine Cuts MX,Ribs,192.59,8.0,1540.72,,,,
2025-06-15,Happy Cow,Pork,205.74,7.0,1440.18,,,,
2026-03-15,Fine Cuts MX,Sausage,197.08,1.0,197.08,,,,
2025-05-10,Super Meats,Sausage,208.82,13.0,2714.66,,,,
2025-05-07,North Butcher,Ribs,157.89,12.0,1894.68,,,,
2025-06-14,North Butcher,Chicken,165.45,9.0,1489.05,,,,
2025-10-01,Fine Cuts MX,Sausage,134.24,8.0,1073.92,,,,
2025-05-15,Super Meats,Sausage,163.4,1.0,163.4,,,,
2025-08-25,Happy Cow,Sausage,87.48,9.0,787.32,,,,
2026-02-14,Super Meats,Skirt Steak,160.54,16.0,2568.64,,,,
2025-10-05,Fine Cuts MX,Pork,188.73,17.0,3208.41,,,,
2025-07-30,Happy Cow,Pork,158.96,7.0,1112.72,,,,
2025-07-23,North Butcher,Unknown,145.97,5.0,729.85,,,Unknown,
2025-04-26,North Butcher,Sausage,189.98,5.0,949.9,,,,
2025-11-06,North Butcher,Unknown,147.7,4.0,590.8,,,Unknown,
2025-11-28,Super Meats,Chicken,130.32,7.0,912.24,,,,
2026-01-06,Happy Cow,Ribs,225.75,10.0,2257.5,,,,
2025-08-17,Happy Cow,Ribs,58.08,4.0,232.32,,,,
2025-06-20,Happy Cow,Pork,201.96,6.0,1211.76,,,,
,The Little Bull,Skirt Steak,176.5,7.0,1235.5,Missing Date,,,
2025-08-07,North Butcher,Ribs,171.9,12.0,2062.8,,,,
2025-12-19,North Butcher,Sausage,169.16,11.0,1860.76,,,,
2025-11-04,Happy Cow,Skirt Steak,105.81,9.0,952.29,,,,
2025-12-23,North Butcher,Chicken,190.59,11.0,2096.49,,,,
2025-10-31,Fine Cuts MX,Skirt Steak,166.6,4.0,666.4,,,,
2025-10-15,Fine Cuts MX,Ribs,114.33,4.0,457.32,,,,
2025-11-21,Fine Cuts MX,Sausage,74.67,18.0,1344.06,,,,
2026-01-15,The Little Bull,Pork,125.63,18.0,2261.34,,,,
2026-01-23,The Little Bull,Pork,98.73,17.0,1678.41,,,,
2025-09-12,Happy Cow,Sausage,183.49,15.0,2752.35,,,,
2025-07-11,Fine Cuts MX,Ribs,181.07,3.0,543.21,,,,
2026-03-23,Super Meats,Skirt Steak,87.88,15.0,1318.2,,,,
2025-04-27,The Little Bull,Skirt Steak,64.96,10.0,649.6,,,,
,North Butcher,Beef,115.95,10.0,1159.5,Missing Date,,,
2025-06-13,Super Meats,Ribs,160.58,1.0,160.58,,,,
2025-09-13,Fine Cuts MX,Skirt Steak,161.96,15.0,2429.4,,,,
2025-04-26,Super Meats,Skirt Steak,147.38,11.0,1621.18,,,,
2025-07-09,Unknown,Pork,202.86,7.0,1420.02,,Unknown,,
2025-12-31,North Butcher,Sausage,171.59,10.0,1715.9,,,,
2025-10-04,North Butcher,Pork,68.95,11.0,758.45,,,,
2025-06-14,Fine Cuts MX,Pork,88.02,4.0,352.08,,,,
2026-04-13,Fine Cuts MX,Ribs,58.12,2.0,116.24,,,,
2025-08-18,Fine Cuts MX,Chicken,65.78,11.0,723.58,,,,
2025-05-01,Happy Cow,Skirt Steak,230.87,12.0,2770.44,,,,
2025-08-30,Happy Cow,Beef,234.62,16.0,3753.92,,,,
2025-08-09,Unknown,Sausage,33.7,19.0,640.3,,Unknown,,
2025-12-16,North Butcher,Ribs,144.44,18.0,2599.92,,,,
,The Little Bull,Pork,149.64,2.0,299.28,Missing Date,,,
2025-05-05,Fine Cuts MX,Sausage,93.68,10.0,936.8,,,,
2026-03-03,The Little Bull,Sausage,191.37,13.0,2487.81,,,,
2025-06-01,North Butcher,Skirt Steak,139.65,15.0,2094.75,,,,
,Super Meats,Chicken,240.48,5.0,1202.4,Missing Date,,,
2025-11-17,Fine Cuts MX,Ribs,99.19,10.0,991.9,,,,
2025-08-29,Happy Cow,Ribs,150.6,17.0,2560.2,,,,
2026-03-08,Super Meats,Ribs,134.62,8.0,1076.96,,,,
2026-01-18,The Little Bull,Ribs,93.98,12.0,1127.76,,,,
2025-12-09,Fine Cuts MX,Skirt Steak,112.26,15.0,1683.9,,,,
,Fine Cuts MX,Chicken,155.01,2.0,310.02,Missing Date,,,
2025-09-16,Super Meats,Chicken,263.4,10.0,2634.0,,,,
2025-08-03,Fine Cuts MX,Beef,207.8,12.0,2493.6,,,,
2025-08-01,The Little Bull,Chicken,202.61,12.0,2431.32,,,,
2025-07-02,Fine Cuts MX,Ribs,181.43,11.0,1995.73,,,,
2025-11-28,Super Meats,Chicken,92.82,8.0,742.56,,,,
2025-07-01,Fine Cuts MX,Ribs,147.63,11.0,1623.93,,,,
2025-06-17,North Butcher,Chicken,160.51,3.0,481.53,,,,
2025-09-21,Fine Cuts MX,Sausage,116.34,15.0,1745.1,,,,
2025-07-15,Fine Cuts MX,Pork,179.93,10.0,1799.3,,,,
2025-07-19,Fine Cuts MX,Skirt Steak,117.29,16.0,1876.64,,,,
2026-02-28,Fine Cuts MX,Sausage,119.22,11.0,1311.42,,,,
2025-05-15,North Butcher,Sausage,188.17,13.0,2446.21,,,,
2025-05-20,North Butcher,Ribs,122.3,6.0,733.8,,,,
2025-08-14,Super Meats,Skirt Steak,149.43,9.0,1344.87,,,,
,Super Meats,Beef,204.85,13.0,2663.05,Missing Date,,,
2025-09-01,The Little Bull,Chicken,123.85,10.0,1238.5,,,,
2025-06-07,Super Meats,Beef,185.73,17.0,3157.41,,,,
2025-12-26,The Little Bull,Beef,88.58,19.0,1683.02,,,,
2025-08-08,Happy Cow,Chicken,147.06,7.0,1029.42,,,,
2025-08-26,Happy Cow,Pork,135.65,5.0,678.25,,,,
2025-12-27,The Little Bull,Skirt Steak,207.52,16.0,3320.32,,,,
2026-02-20,The Little Bull,Chicken,128.55,1.0,128.55,,,,
2025-08-15,Fine Cuts MX,Ribs,198.24,15.0,2973.6,,,,
2025-07-27,Happy Cow,Beef,118.08,6.0,708.48,,,,
2025-10-27,The Little Bull,Pork,137.9,6.0,827.4,,,,
2026-03-19,Happy Cow,Pork,99.05,1.0,99.05,,,,
2025-12-19,North Butcher,Beef,69.74,6.0,418.44,,,,
2025-05-25,The Little Bull,Pork,150.2,8.0,1201.6,,,,
2026-01-28,Happy Cow,Chicken,120.43,12.999999999999998,1565.59,,,,
2026-03-19,Unknown,Chicken,161.5,18.0,2907.0,,Unknown,,
2025-08-29,The Little Bull,Beef,156.17,10.0,1561.7,,,,
2025-10-22,The Little Bull,Ribs,147.42,9.0,1326.78,,,,
,The Little Bull,Sausage,173.18,14.0,2424.52,Missing Date,,,
2026-04-20,The Little Bull,Sausage,177.4,8.0,1419.2,,,,
2026-03-25,The Little Bull,Beef,182.69,13.0,2374.97,,,,
2025-06-10,North Butcher,Skirt Steak,138.26,7.0,967.82,,,,
2025-07-20,Happy Cow,Ribs,136.16,13.0,1770.08,,,,
,Fine Cuts MX,Beef,116.41,1.0,116.41,Missing Date,,,
2025-11-23,Fine Cuts MX,Skirt Steak,144.53,4.0,578.12,,,,
2025-06-06,Happy Cow,Beef,116.24,2.0,232.48,,,,
2025-10-17,North Butcher,Ribs,189.26,9.0,1703.34,,,,
2025-04-29,Happy Cow,Chicken,69.61,12.0,835.32,,,,
2025-07-30,Fine Cuts MX,Pork,185.37,19.0,3522.03,,,,
2026-02-16,Happy Cow,Beef,188.85,8.0,1510.8,,,,
2025-12-18,Fine Cuts MX,Unknown,134.25,17.0,2282.25,,,Unknown,
2026-01-11,North Butcher,Beef,252.44,16.0,4039.04,,,,
2026-01-30,Fine Cuts MX,Pork,68.73,16.0,1099.68,,,,
2025-07-01,The Little Bull,Ribs,129.64,11.0,1426.04,,,,
2026-01-10,Super Meats,Skirt Steak,199.43,2.0,398.86,,,,
2026-04-15,Super Meats,Unknown,168.39,8.0,1347.12,,,Unknown,
2025-06-17,The Little Bull,Ribs,128.17,2.0,256.34,,,,
2025-08-22,Happy Cow,Pork,132.87,8.0,1062.96,,,,
2026-03-13,The Little Bull,Pork,114.42,5.0,572.1,,,,
2025-09-07,Happy Cow,Chicken,68.51,2.0,137.02,,,,
2025-06-10,Happy Cow,Ribs,118.3,15.0,1774.5,,,,
2025-09-09,Happy Cow,Chicken,93.08,17.0,1582.36,,,,
2025-12-29,North Butcher,Skirt Steak,114.43,17.0,1945.31,,,,
2025-09-17,Super Meats,Chicken,155.86,1.0,155.86,,,,
2025-07-28,North Butcher,Pork,193.76,13.0,2518.88,,,,
2025-08-06,Fine Cuts MX,Skirt Steak,222.96,19.0,4236.24,,,,
2026-02-27,Super Meats,Beef,104.3,17.0,1773.1,,,,
2026-02-15,Unknown,Beef,180.61,16.0,2889.76,,Unknown,,
2025-07-12,North Butcher,Ribs,243.72,13.0,3168.36,,,,
2026-03-22,North Butcher,Beef,238.47,15.0,3577.05,,,,
2025-12-16,North Butcher,Sausage,159.98,17.0,2719.66,,,,
2025-07-24,The Little Bull,Sausage,165.82,14.0,2321.48,,,,
2025-11-28,North Butcher,Skirt Steak,126.84,1.0,126.84,,,,
2025-08-23,Fine Cuts MX,Sausage,155.13,19.0,2947.47,,,,
2026-04-18,Happy Cow,Chicken,135.11,4.0,540.44,,,,
2025-12-15,North Butcher,Pork,204.83,6.0,1228.98,,,,
2025-10-22,The Little Bull,Ribs,49.35,7.0,345.45,,,,
2025-11-23,North Butcher,Ribs,203.06,10.0,2030.6,,,,
2026-01-05,Super Meats,Pork,128.33,17.0,2181.61,,,,
2025-07-26,Super Meats,Skirt Steak,58.15,16.0,930.4,,,,
2025-06-15,Happy Cow,Sausage,64.14,4.0,256.56,,,,
2025-05-21,North Butcher,Skirt Steak,116.11,14.0,1625.54,,,,
2025-07-21,Super Meats,Beef,133.23,18.0,2398.14,,,,
2025-05-25,Fine Cuts MX,Beef,183.42,15.0,2751.3,,,,
,North Butcher,Sausage,65.74,16.0,1051.84,Missing Date,,,
2026-03-20,Happy Cow,Skirt Steak,151.71,15.0,2275.65,,,,
2025-09-23,Happy Cow,Pork,65.96,17.0,1121.32,,,,
2026-02-26,Super Meats,Chicken,35.3,7.0,247.1,,,,
2026-03-11,The Little Bull,Pork,130.73,18.0,2353.14,,,,
2025-12-16,Happy Cow,Unknown,46.43,13.0,603.59,,,Unknown,
2025-07-04,Unknown,Sausage,90.57,18.0,1630.26,,Unknown,,
2025-12-06,Happy Cow,Ribs,249.44,8.0,1995.52,,,,
2025-07-04,The Little Bull,Pork,125.82,4.0,503.28,,,,
2025-09-26,Happy Cow,Beef,137.66,3.0,412.98,,,,
2025-08-07,North Butcher,Ribs,178.81,13.0,2324.53,,,,
2025-12-19,North Butcher,Beef,140.02,13.0,1820.26,,,,
2026-03-03,Super Meats,Ribs,119.12,16.0,1905.92,,,,
2025-06-08,The Little Bull,Chicken,185.81,12.0,2229.72,,,,
2026-02-15,North Butcher,Skirt Steak,254.39,13.0,3307.07,,,,
2026-04-21,North Butcher,Ribs,128.68,11.0,1415.48,,,,
2025-12-11,Happy Cow,Sausage,153.25,14.0,2145.5,,,,
,Fine Cuts MX,Pork,249.0,18.0,4482.0,Missing Date,,,
2025-08-04,The Little Bull,Beef,182.12,8.0,1456.96,,,,
2026-02-05,North Butcher,Chicken,150.7,6.0,904.2,,,,
2026-04-13,North Butcher,Pork,178.19,9.0,1603.71,,,,
2025-06-03,Fine Cuts MX,Ribs,119.92,2.0,239.84,,,,
2025-08-18,Fine Cuts MX,Sausage,177.19,13.0,2303.47,,,,
,North Butcher,Beef,117.22,5.0,586.1,Missing Date,,,
2025-08-31,North Butcher,Beef,97.77,14.0,1368.78,,,,
2025-06-01,Happy Cow,Ribs,137.15,1.0,137.15,,,,
2025-11-10,Happy Cow,Pork,163.88,14.0,2294.32,,,,
2026-01-21,Fine Cuts MX,Sausage,140.59,3.0,421.77,,,,
2025-05-20,Fine Cuts MX,Pork,54.13,17.0,920.21,,,,
2026-03-19,Happy Cow,Beef,76.44,19.0,1452.36,,,,
2025-11-21,The Little Bull,Sausage,276.24,10.0,2762.4,,,,
2025-09-28,The Little Bull,Pork,80.17,12.0,962.04,,,,
2026-01-30,The Little Bull,Ribs,18.02,15.0,270.3,,,,
,The Little Bull,Sausage,158.49,16.0,2535.84,Missing Date,,,
2026-04-19,Happy Cow,Beef,175.04,19.0,3325.76,,,,
2025-08-02,Happy Cow,Ribs,107.85,10.0,1078.5,,,,
2025-10-13,North Butcher,Chicken,133.76,16.0,2140.16,,,,
2025-07-20,North Butcher,Sausage,146.67,6.0,880.02,,,,
2025-09-06,Super Meats,Sausage,159.15,1.0,159.15,,,,
,Super Meats,Ribs,108.29,11.0,1191.19,Missing Date,,,
2026-02-05,The Little Bull,Chicken,137.09,9.0,1233.81,,,,
2025-05-10,Super Meats,Sausage,193.43,16.0,3094.88,,,,
2026-01-02,Fine Cuts MX,Skirt Steak,168.84,12.0,2026.08,,,,
2025-09-14,North Butcher,Ribs,97.91,3.0,293.73,,,,
2025-07-04,Happy Cow,Sausage,134.68,14.0,1885.52,,,,
2025-12-06,The Little Bull,Beef,72.56,8.0,580.48,,,,
2025-05-09,The Little Bull,Sausage,135.44,19.0,2573.36,,,,
2026-03-20,North Butcher,Beef,169.33,8.0,1354.64,,,,
2025-06-13,Unknown,Ribs,248.96,15.0,3734.4,,Unknown,,
2025-07-14,Fine Cuts MX,Beef,153.66,19.0,2919.54,,,,
2025-08-25,Super Meats,Ribs,127.49,8.0,1019.92,,,,
2026-02-14,Super Meats,Unknown,112.2,14.0,1570.8,,,Unknown,
2025-09-22,Super Meats,Chicken,167.77,15.0,2516.55,,,,
2025-04-25,Fine Cuts MX,Skirt Steak,59.54,4.0,238.16,,,,
2025-05-03,Super Meats,Ribs,185.11,12.0,2221.32,,,,
2026-03-12,Super Meats,Beef,223.52,18.0,4023.36,,,,
2025-06-14,The Little Bull,Ribs,268.46,15.0,4026.9,,,,
2026-03-05,Happy Cow,Sausage,219.77,6.0,1318.62,,,,
2026-04-06,Fine Cuts MX,Ribs,136.43,8.0,1091.44,,,,
,The Little Bull,Chicken,126.8,2.0,253.6,Missing Date,,,
2025-05-05,Super Meats,Skirt Steak,85.28,6.0,511.68,,,,
2025-10-04,North Butcher,Beef,109.08,10.0,1090.8,,,,
2025-10-01,Happy Cow,Skirt Steak,124.86,13.0,1623.18,,,,
2025-12-16,The Little Bull,Sausage,208.94,16.0,3343.04,,,,
2026-04-01,Happy Cow,Beef,112.02,14.0,1568.28,,,,
2026-02-23,The Little Bull,Pork,183.18,15.0,2747.7,,,,
2025-07-30,Happy Cow,Pork,110.71,5.0,553.55,,,,
2025-06-27,Fine Cuts MX,Beef,224.92,6.0,1349.52,,,,
2025-09-11,Super Meats,Chicken,173.52,9.0,1561.68,,,,
2025-06-29,Super Meats,Ribs,248.62,11.0,2734.82,,,,
2025-10-10,The Little Bull,Sausage,101.74,19.0,1933.06,,,,
2025-07-20,Happy Cow,Beef,68.46,1.0,68.46,,,,
2025-10-21,The Little Bull,Sausage,280.74,8.0,2245.92,,,,
2025-12-26,Super Meats,Sausage,170.11,7.0,1190.77,,,,
2025-08-03,North Butcher,Sausage,119.02,19.0,2261.38,,,,
2025-12-21,The Little Bull,Pork,105.93,10.0,1059.3,,,,
2025-10-03,North Butcher,Sausage,190.81,14.0,2671.34,,,,
2025-08-12,North Butcher,Beef,97.07,17.0,1650.19,,,,
2025-06-05,The Little Bull,Sausage,189.87,7.0,1329.09,,,,
2025-12-02,North Butcher,Skirt Steak,224.81,3.0,674.43,,,,
2025-12-22,Super Meats,Ribs,113.89,17.0,1936.13,,,,
2025-07-19,Unknown,Skirt Steak,90.11,3.0,270.33,,Unknown,,
2025-06-21,Fine Cuts MX,Pork,136.89,6.0,821.34,,,,
2025-12-01,North Butcher,Chicken,144.03,17.0,2448.51,,,,
2025-07-04,The Little Bull,Pork,163.92,2.0,327.84,,,,
2025-11-17,Fine Cuts MX,Ribs,74.05,13.0,962.65,,,,
2025-08-20,The Little Bull,Beef,220.68,16.0,3530.88,,,,
2025-10-19,North Butcher,Ribs,127.1,11.0,1398.1,,,,
2025-07-25,Happy Cow,Beef,173.77,5.0,868.85,,,,
2026-02-08,Fine Cuts MX,Pork,142.75,6.0,856.5,,,,
2026-01-12,Fine Cuts MX,Skirt Steak,91.69,13.0,1191.97,,,,
2025-07-26,Super Meats,Pork,101.66,4.0,406.64,,,,
2025-09-03,North Butcher,Beef,209.08,16.0,3345.28,,,,
2026-03-24,Happy Cow,Sausage,115.54,17.0,1964.18,,,,
2026-03-28,Happy Cow,Ribs,79.89,4.0,319.56,,,,
2025-08-30,The Little Bull,Beef,37.72,5.0,188.6,,,,
2025-11-07,Fine Cuts MX,Skirt Steak,159.77,6.0,958.62,,,,
2025-05-25,Happy Cow,Chicken,113.67,18.0,2046.06,,,,
2025-05-10,The Little Bull,Chicken,263.52,15.0,3952.8,,,,
2025-10-24,Fine Cuts MX,Beef,152.69,5.0,763.45,,,,
2025-07-26,The Little Bull,Beef,146.73,8.0,1173.84,,,,
2025-05-20,Super Meats,Beef,110.51,16.0,1768.16,,,,
2026-03-20,The Little Bull,Sausage,117.18,11.0,1288.98,,,,
2026-02-02,Super Meats,Skirt Steak,156.55,17.0,2661.35,,,,
2026-04-08,Happy Cow,Sausage,239.15,17.0,4065.55,,,,
2026-02-17,North Butcher,Skirt Steak,137.63,13.0,1789.19,,,,
2025-10-07,North Butcher,Skirt Steak,122.75,13.0,1595.75,,,,
2025-10-14,The Little Bull,Skirt Steak,161.01,5.0,805.05,,,,
2025-06-20,The Little Bull,Skirt Steak,114.05,1.0,114.05,,,,
2026-01-26,Happy Cow,Ribs,114.27,9.0,1028.43,,,,
2025-05-02,Super Meats,Chicken,123.55,12.0,1482.6,,,,
2026-03-19,Happy Cow,Beef,96.21,5.0,481.05,,,,
2025-09-16,The Little Bull,Ribs,180.49,15.0,2707.35,,,,
,Super Meats,Skirt Steak,148.0,18.0,2664.0,Missing Date,,,
2025-12-19,Fine Cuts MX,Skirt Steak,246.44,15.0,3696.6,,,,
2025-09-01,The Little Bull,Sausage,152.33,12.0,1827.96,,,,
2026-01-26,Super Meats,Ribs,207.71,4.0,830.84,,,,
2026-04-05,Happy Cow,Pork,73.72,18.0,1326.96,,,,
2025-05-28,The Little Bull,Pork,182.36,10.0,1823.6,,,,
2025-11-20,Fine Cuts MX,Sausage,99.31,10.0,993.1,,,,
2026-01-01,Happy Cow,Chicken,64.55,11.0,710.05,,,,
2026-01-22,The Little Bull,Skirt Steak,100.34,4.0,401.36,,,,
2025-06-25,Super Meats,Pork,95.71,16.0,1531.36,,,,
2026-03-18,Super Meats,Pork,151.49,14.0,2120.86,,,,
2025-12-02,Super Meats,Ribs,152.17,2.0,304.34,,,,
2026-01-21,Happy Cow,Chicken,194.51,15.0,2917.65,,,,
2025-07-15,Fine Cuts MX,Ribs,108.86,11.0,1197.46,,,,
2025-09-13,Fine Cuts MX,Ribs,98.1,7.000000000000001,686.7,,,,
2025-09-23,Happy Cow,Ribs,201.12,19.0,3821.28,,,,
2026-01-04,Happy Cow,Skirt Steak,71.35,14.0,998.9,,,,
2025-08-03,Super Meats,Ribs,97.37,4.0,389.48,,,,
2025-04-30,The Little Bull,Skirt Steak,131.23,17.0,2230.91,,,,
2025-04-29,Super Meats,Ribs,147.56,6.0,885.36,,,,
2025-11-11,The Little Bull,Ribs,167.25,1.0,167.25,,,,
2025-09-07,Super Meats,Pork,51.74,10.0,517.4,,,,
2025-11-23,The Little Bull,Beef,189.39,7.0,1325.73,,,,
2025-09-11,Unknown,Beef,137.6,9.0,1238.4,,Unknown,,
2025-07-10,North Butcher,Sausage,185.6,19.0,3526.4,,,,
2026-02-10,Happy Cow,Beef,101.55,13.0,1320.15,,,,
2025-11-21,North Butcher,Chicken,95.56,12.0,1146.72,,,,
2025-06-26,Fine Cuts MX,Chicken,138.63,18.0,2495.34,,,,
2025-12-12,Fine Cuts MX,Ribs,31.69,15.0,475.35,,,,
,Fine Cuts MX,Chicken,99.0,17.0,1683.0,Missing Date,,,
2025-08-26,North Butcher,Ribs,204.8,3.0,614.4,,,,
2026-03-29,Fine Cuts MX,Chicken,112.89,19.0,2144.91,,,,
2025-12-06,Super Meats,Beef,116.35,11.0,1279.85,,,,
2025-12-21,Super Meats,Chicken,49.25,8.0,394.0,,,,
2025-11-23,Happy Cow,Skirt Steak,117.5,18.0,2115.0,,,,
2025-09-07,Fine Cuts MX,Ribs,126.58,8.0,1012.64,,,,
2025-08-22,North Butcher,Sausage,101.61,4.0,406.44,,,,
2025-08-15,The Little Bull,Sausage,224.65,6.0,1347.9,,,,
2025-07-27,Fine Cuts MX,Skirt Steak,709.95,11.0,7809.45,,,,
2025-08-18,North Butcher,Ribs,93.43,10.0,934.3,,,,
2025-10-23,Fine Cuts MX,Chicken,194.37,13.0,2526.81,,,,
2025-11-02,Super Meats,Sausage,83.01,12.0,996.12,,,,
2025-10-14,Happy Cow,Ribs,212.32,19.0,4034.08,,,,
2025-11-01,Happy Cow,Pork,83.34,9.0,750.06,,,,
2026-03-07,The Little Bull,Chicken,109.07,8.0,872.56,,,,
2025-07-22,North Butcher,Chicken,194.89,19.0,3702.91,,,,
2026-01-19,Happy Cow,Ribs,104.86,5.0,524.3,,,,
2026-04-06,Super Meats,Beef,139.71,13.0,1816.23,,,,
2025-12-13,Fine Cuts MX,Skirt Steak,217.12,9.0,1954.08,,,,
2025-12-26,Fine Cuts MX,Chicken,149.28,6.0,895.68,,,,
2025-12-11,Happy Cow,Skirt Steak,121.91,5.0,609.55,,,,
2025-12-28,Fine Cuts MX,Beef,118.44,4.0,473.76,,,,
2025-10-14,Fine Cuts MX,Sausage,179.97,10.0,1799.7,,,,
2025-07-09,Happy Cow,Beef,138.56,4.0,554.24,,,,
2025-08-13,Happy Cow,Pork,152.21,10.0,1522.1,,,,
2026-03-06,Super Meats,Beef,150.08,10.0,1500.8,,,,
2025-10-11,Super Meats,Ribs,128.71,10.0,1287.1,,,,
,Super Meats,Pork,199.06,15.0,2985.9,Missing Date,,,
2025-05-31,North Butcher,Ribs,191.05,16.0,3056.8,,,,
2026-01-30,Fine Cuts MX,Skirt Steak,104.42,10.0,1044.2,,,,
2025-06-02,Super Meats,Chicken,135.19,9.0,1216.71,,,,
2025-09-07,The Little Bull,Skirt Steak,203.65,6.0,1221.9,,,,
2025-07-23,Super Meats,Sausage,160.93,13.0,2092.09,,,,
2025-10-09,North Butcher,Pork,195.19,6.0,1171.14,,,,
2025-07-24,Happy Cow,Chicken,48.73,9.0,438.57,,,,
2025-05-16,Unknown,Pork,114.82,19.0,2181.58,,Unknown,,
2025-08-17,Fine Cuts MX,Pork,182.05,13.0,2366.65,,,,
2025-11-03,Happy Cow,Skirt Steak,186.27,17.0,3166.59,,,,
2026-02-22,Super Meats,Sausage,193.1,5.0,965.5,,,,
2025-11-19,Super Meats,Ribs,79.58,7.0,557.06,,,,
2026-01-23,North Butcher,Beef,108.56,12.0,1302.72,,,,
2025-12-10,Fine Cuts MX,Sausage,198.82,16.0,3181.12,,,,
2025-10-24,Super Meats,Chicken,99.2,6.0,595.2,,,,
2025-08-20,North Butcher,Ribs,131.63,16.0,2106.08,,,,
2025-12-28,Fine Cuts MX,Sausage,140.89,2.0,281.78,,,,
2025-05-08,North Butcher,Sausage,231.35,15.0,3470.25,,,,
2026-03-06,Fine Cuts MX,Beef,199.3,1.0,199.3,,,,
2025-12-09,Super Meats,Pork,117.47,13.0,1527.11,,,,
2025-10-20,Super Meats,Skirt Steak,133.67,14.0,1871.38,,,,
2026-03-07,The Little Bull,Sausage,99.97,4.0,399.88,,,,
2025-09-22,North Butcher,Unknown,107.25,2.0,214.5,,,Unknown,
2025-10-29,Happy Cow,Pork,42.4,10.0,424.0,,,,
2025-09-06,Super Meats,Beef,172.24,10.0,1722.4,,,,
2026-01-13,North Butcher,Chicken,173.93,17.0,2956.81,,,,
2025-11-11,Super Meats,Skirt Steak,77.76,6.0,466.56,,,,
2025-08-11,North Butcher,Ribs,90.11,14.0,1261.54,,,,
2026-03-04,North Butcher,Chicken,168.52,11.0,1853.72,,,,
2025-04-27,Happy Cow,Ribs,182.7,2.0,365.4,,,,
2025-12-13,The Little Bull,Beef,173.85,19.0,3303.15,,,,
2026-03-27,Happy Cow,Skirt Steak,179.23,19.0,3405.37,,,,
2026-03-17,The Little Bull,Ribs,136.59,15.0,2048.85,,,,
2026-02-22,Unknown,Ribs,139.62,17.0,2373.54,,Unknown,,
2026-01-08,Happy Cow,Beef,216.07,17.0,3673.19,,,,
2025-10-08,The Little Bull,Ribs,143.4,8.0,1147.2,,,,
2026-02-15,Fine Cuts MX,Beef,178.76,18.0,3217.68,,,,
2026-02-03,North Butcher,Beef,205.63,9.0,1850.67,,,,
2025-11-01,North Butcher,Chicken,146.44,4.0,585.76,,,,
2025-07-21,Fine Cuts MX,Skirt Steak,165.25,28.0,4627.0,,,,
,Super Meats,Unknown,158.16,6.0,948.96,Missing Date,,Unknown,
2026-04-21,The Little Bull,Ribs,180.25,2.0,360.5,,,,
2025-10-05,The Little Bull,Sausage,179.4,17.0,3049.8,,,,
2025-06-05,Fine Cuts MX,Beef,68.17,1.0,68.17,,,,
2025-06-29,The Little Bull,Ribs,202.93,13.0,2638.09,,,,
2025-10-19,North Butcher,Skirt Steak,564.95,12.0,6779.4,,,,
2025-08-04,North Butcher,Ribs,263.61,19.0,5008.59,,,,
2025-06-07,North Butcher,Pork,195.49,5.0,977.45,,,,
2025-04-26,Super Meats,Beef,145.52,13.0,1891.76,,,,
2025-06-10,Fine Cuts MX,Ribs,153.79,18.0,2768.22,,,,
2025-12-11,Fine Cuts MX,Skirt Steak,192.61,8.0,1540.88,,,,
2025-11-19,North Butcher,Pork,174.97,2.0,349.94,,,,
2026-03-17,Unknown,Sausage,133.01,13.0,1729.13,,Unknown,,
2025-11-24,The Little Bull,Ribs,106.97,7.0,748.79,,,,
2025-12-27,North Butcher,Sausage,821.24,10.0,8212.4,,,,
,The Little Bull,Skirt Steak,188.6,19.0,3583.4,Missing Date,,,
2025-08-16,Fine Cuts MX,Ribs,96.27,12.0,1155.24,,,,
2025-06-17,Happy Cow,Pork,83.7,1.0,83.7,,,,
2025-08-18,Fine Cuts MX,Beef,96.36,18.0,1734.48,,,,
2025-07-24,Super Meats,Skirt Steak,104.2,13.0,1354.6,,,,
2026-01-04,Happy Cow,Beef,43.86,9.0,394.74,,,,
2026-03-14,North Butcher,Beef,138.31,14.0,1936.34,,,,
2025-05-16,Super Meats,Skirt Steak,146.36,14.0,2049.04,,,,
2026-02-14,Super Meats,Beef,203.99,11.0,2243.89,,,,
2025-06-01,Fine Cuts MX,Unknown,218.84,2.0,437.68,,,Unknown,
2025-12-14,Fine Cuts MX,Chicken,180.53,4.0,722.12,,,,
2025-09-30,The Little Bull,Ribs,84.08,14.0,1177.12,,,,
2026-01-16,Super Meats,Chicken,148.35,5.0,741.75,,,,
